ts,symbol,side,reason,qty,price,commission,realized_pnl,equity_after,cash_after,pos_after
2018-03-15 00:00:00+00:00,INTC,buy,signal,3025.0,44.17,66.807125,0.0,996404.0168229064,866318.942875,3025.0
2018-06-19 00:00:00+00:00,INTC,sell,stop,3025.0,44.3,67.00375,326.2462499999863,1000259.4391249999,1000259.4391249999,0.0
2018-06-21 00:00:00+00:00,INTC,buy,signal,14894.0,46.25,344.42375,0.0,971841.5548571167,311067.51537499996,14894.0
2018-06-26 00:00:00+00:00,INTC,sell,stop,14894.0,42.44,316.05068,-57062.190680000036,942852.824695,942852.824695,0.0
2018-11-08 00:00:00+00:00,INTC,buy,signal,3307.0,41.75,69.033625,0.0,944145.741093651,804716.5410699999,3307.0
2018-12-10 00:00:00+00:00,INTC,sell,stop,3307.0,39.81,65.82583500000001,-6481.405834999992,936302.3852349999,936302.3852349999,0.0
2018-12-11 00:00:00+00:00,INTC,buy,signal,18132.0,41.24,373.88184,0.0,927519.4923555711,188164.82339499984,18132.0
2018-12-20 00:00:00+00:00,INTC,sell,stop,18132.0,39.06,354.11796000000004,-39881.87796,896046.6254349999,896046.6254349999,0.0
2019-01-15 00:00:00+00:00,INTC,buy,signal,4302.0,41.94,90.21294,0.0,895466.7731337328,715530.5324949999,4302.0
2019-04-29 00:00:00+00:00,INTC,sell,stop,4302.0,45.16,97.13915999999999,13755.300839999994,909711.713335,909711.713335,0.0
2019-07-03 00:00:00+00:00,INTC,buy,signal,5312.0,42.0,111.552,0.0,911084.2523994531,686496.161335,5312.0
2019-08-06 00:00:00+00:00,INTC,sell,stop,5312.0,41.34,109.79904,-3615.7190399999818,905984.442295,905984.442295,0.0
2019-08-09 00:00:00+00:00,INTC,buy,signal,16392.0,41.2,337.6752,0.0,891493.6847829882,230296.36709499988,16392.0
2019-08-12 00:00:00+00:00,INTC,sell,stop,16392.0,40.12,328.82352,-18032.18352000009,887614.5835749998,887614.5835749998,0.0
2019-09-11 00:00:00+00:00,INTC,buy,signal,2882.0,45.29,65.26289,0.0,890491.1304524558,757023.5406849998,2882.0
2019-10-04 00:00:00+00:00,INTC,sell,stop,2882.0,44.15,63.62015,-3349.100150000002,884200.2205349997,884200.2205349997,0.0
2019-10-07 00:00:00+00:00,INTC,buy,signal,8434.0,44.5,187.6565,0.0,883228.986802639,508699.56403499976,8434.0
2019-12-04 00:00:00+00:00,INTC,sell,stop,8434.0,49.95,210.63915000000003,45754.66085000002,929767.2248849998,929767.2248849998,0.0
2019-12-12 00:00:00+00:00,INTC,buy,signal,15970.0,50.08,399.8888,0.0,940297.0290232323,129589.73608499987,15970.0
2020-02-25 00:00:00+00:00,INTC,sell,stop,15970.0,54.92,438.5362,76856.26380000006,1006223.5998849999,1006223.5998849999,0.0
2020-03-02 00:00:00+00:00,INTC,buy,signal,11824.0,49.48,292.52576,0.0,1030676.7886220702,420879.5541249999,11824.0
2020-03-10 00:00:00+00:00,INTC,sell,stop,11824.0,46.74,276.32688,-32674.086880000024,973256.987245,973256.987245,0.0
2020-04-17 00:00:00+00:00,INTC,buy,signal,1404.0,55.0,38.61,0.0,971119.7682972461,895998.377245,1404.0
2020-06-26 00:00:00+00:00,INTC,sell,stop,1404.0,52.11,36.58122,-4094.141220000001,969124.236025,969124.236025,0.0
2020-09-30 00:00:00+00:00,INTC,buy,signal,7796.0,46.01,179.34697999999997,0.0,972549.8835890675,610250.9290450001,7796.0
2020-10-26 00:00:00+00:00,INTC,sell,stop,7796.0,42.92,167.30216000000001,-24256.94215999997,944687.9468850001,944687.9468850001,0.0
2020-12-08 00:00:00+00:00,INTC,buy,signal,3699.0,45.07,83.356965,0.0,947397.4929583302,777890.6599200001,3699.0
2020-12-22 00:00:00+00:00,INTC,sell,stop,3699.0,41.79,77.290605,-12210.010605000005,932394.5793150001,932394.5793150001,0.0
2020-12-23 00:00:00+00:00,INTC,buy,signal,22180.0,41.76,463.11839999999995,0.0,939482.6956592628,5694.660915000131,22180.0
2021-04-26 00:00:00+00:00,INTC,sell,stop,22180.0,53.73,595.8657,264898.73429999995,1196830.195215,1196830.195215,0.0
2021-09-17 00:00:00+00:00,INTC,buy,signal,7621.0,50.31,191.706255,0.0,1194098.9607219324,813225.97896,7621.0
2021-10-13 00:00:00+00:00,INTC,sell,stop,7621.0,48.22,183.74231,-16111.632310000026,1180526.85665,1180526.85665,0.0
2021-10-20 00:00:00+00:00,INTC,buy,signal,7674.0,50.91,195.34167,0.0,1181015.676154927,789648.17498,7674.0
2021-10-25 00:00:00+00:00,INTC,sell,stop,7674.0,45.87,176.00319000000002,-38852.963189999995,1141478.55179,1141478.55179,0.0
2021-12-20 00:00:00+00:00,INTC,buy,signal,9845.0,46.31,227.96097500000002,0.0,1138221.624900083,685328.6408149999,9845.0
2022-01-25 00:00:00+00:00,INTC,sell,stop,9845.0,47.29,232.785025,9415.31497499997,1150665.90579,1150665.90579,0.0
2022-01-26 00:00:00+00:00,INTC,buy,signal,22154.0,47.45,525.60365,0.0,1161012.0423011328,98933.00214,22154.0
2022-01-28 00:00:00+00:00,INTC,sell,stop,22154.0,44.23,489.93571,-71825.81571000014,1078314.48643,1078314.48643,0.0
2022-01-31 00:00:00+00:00,INTC,buy,signal,16260.0,44.24,359.6712,0.0,1094847.5176927685,358612.41523000004,16260.0
2022-02-22 00:00:00+00:00,INTC,sell,stop,16260.0,41.74,339.3462,-40989.3462,1036965.46903,1036965.46903,0.0
2022-03-29 00:00:00+00:00,INTC,buy,signal,2982.0,48.62,72.49242,0.0,1037517.0179881739,891908.13661,2982.0
2022-04-18 00:00:00+00:00,INTC,sell,stop,2982.0,42.53,63.41223,-18223.792229999992,1018669.18438,1018669.18438,0.0
2022-11-10 00:00:00+00:00,INTC,buy,signal,6485.0,27.86,90.33605,0.0,1024006.1905068188,837906.74833,6485.0
2022-12-13 00:00:00+00:00,INTC,sell,stop,6485.0,28.71,93.09217500000001,5419.157825000009,1023998.006155,1023998.006155,0.0
2022-12-14 00:00:00+00:00,INTC,buy,signal,24412.0,27.51,335.78706,0.0,1017327.0655790698,352088.09909499995,24412.0
2022-12-16 00:00:00+00:00,INTC,sell,stop,24412.0,26.02,317.60012,-36691.48012000005,986970.738975,986970.738975,0.0
2023-01-17 00:00:00+00:00,INTC,buy,signal,4300.0,29.12,62.608000000000004,0.0,984425.4121105591,861692.130975,4300.0
2023-02-22 00:00:00+00:00,INTC,sell,stop,4300.0,25.28,54.352000000000004,-16566.352,970341.778975,970341.778975,0.0
2023-03-22 00:00:00+00:00,INTC,buy,signal,5330.0,27.81,74.11364999999999,0.0,968378.9815817139,822040.365325,5330.0
2023-04-28 00:00:00+00:00,INTC,sell,stop,5330.0,31.2,83.148,17985.552000000003,988253.2173250001,988253.2173250001,0.0
2023-05-01 00:00:00+00:00,INTC,buy,signal,7941.0,30.38,120.62379,0.0,981729.2195820583,746885.0135350002,7941.0
2023-05-26 00:00:00+00:00,INTC,sell,stop,7941.0,26.88,106.72704,-27900.22704,960232.3664950002,960232.3664950002,0.0
2023-06-12 00:00:00+00:00,INTC,buy,signal,4374.0,30.79,67.33773,0.0,967248.3051617898,825489.5687650002,4374.0
2023-08-18 00:00:00+00:00,INTC,sell,stop,4374.0,31.68,69.28416,3823.5758400000022,963988.6046050002,963988.6046050002,0.0
2023-08-22 00:00:00+00:00,INTC,buy,signal,17502.0,32.69,286.07019,0.0,957733.7344397195,391562.15441500023,17502.0
2023-10-24 00:00:00+00:00,INTC,sell,stop,17502.0,33.07,289.39557,6361.364430000045,970063.8988450002,970063.8988450002,0.0
2023-10-25 00:00:00+00:00,INTC,buy,signal,16438.0,33.63,276.40497000000005,0.0,947759.7110405274,416977.5538750001,16438.0
2023-10-26 00:00:00+00:00,INTC,sell,stop,16438.0,32.33,265.72026999999997,-21635.120270000072,948152.373605,948152.373605,0.0
2023-11-08 00:00:00+00:00,INTC,buy,signal,2857.0,38.36,54.79726,0.0,945408.7215366503,838503.0563449999,2857.0
2024-01-29 00:00:00+00:00,INTC,sell,stop,2857.0,43.11,61.582635,13509.167365,961606.74371,961606.74371,0.0
2024-01-30 00:00:00+00:00,INTC,buy,signal,18922.0,43.11,407.86371,0.0,946870.6072244262,145471.45999999996,18922.0
2024-02-01 00:00:00+00:00,INTC,sell,stop,18922.0,42.56,402.66016,-10809.760159999945,950389.11984,950389.11984,0.0
2024-02-02 00:00:00+00:00,INTC,buy,signal,19262.0,42.45,408.83595,0.0,942025.1272676856,132308.38389000006,19262.0
2024-02-05 00:00:00+00:00,INTC,sell,stop,19262.0,42.04,404.88724,-8302.307240000071,941677.9766500001,941677.9766500001,0.0
2024-07-08 00:00:00+00:00,INTC,buy,signal,10081.0,32.84,165.53002000000004,0.0,950945.6574692335,610452.4066300001,10081.0
2024-07-31 00:00:00+00:00,INTC,sell,stop,10081.0,30.33,152.878365,-25456.188365000053,916056.2582650001,916056.2582650001,0.0
2024-08-01 00:00:00+00:00,INTC,buy,signal,25256.0,30.25,381.997,0.0,880742.1449014747,151680.2612650001,25256.0
2024-08-02 00:00:00+00:00,INTC,sell,stop,25256.0,21.79,275.16412,-213940.92412,701733.3371450001,701733.3371450001,0.0
2024-10-02 00:00:00+00:00,INTC,buy,signal,3357.0,22.68,38.06838,0.0,700721.73671605,625558.5087650002,3357.0
2024-10-24 00:00:00+00:00,INTC,sell,stop,3357.0,22.08,37.06128,-2051.2612800000047,699644.0074850002,699644.0074850002,0.0
2024-10-25 00:00:00+00:00,INTC,buy,signal,18411.0,22.43,206.479365,0.0,704040.2837385915,286478.7981200002,18411.0
2024-11-01 00:00:00+00:00,INTC,sell,stop,18411.0,22.99,211.63444499999997,10098.525554999977,709536.0536750002,709536.0536750002,0.0
2024-11-04 00:00:00+00:00,INTC,buy,signal,8202.0,22.97,94.19997000000001,0.0,705750.9574595778,521041.9137050002,8202.0
2024-12-05 00:00:00+00:00,INTC,sell,stop,8202.0,22.03,90.34503,-7800.225029999981,701641.6286750002,701641.6286750002,0.0
2025-02-18 00:00:00+00:00,INTC,buy,signal,2911.0,24.61,35.819855,0.0,709698.3870432668,629966.0988200002,2911.0
2025-04-08 00:00:00+00:00,INTC,sell,stop,2911.0,20.05,29.182775000000003,-13303.342774999985,688302.4660450002,688302.4660450002,0.0
2025-05-21 00:00:00+00:00,INTC,buy,signal,7132.0,21.2,75.5992,0.0,684589.5506538992,537028.4668450003,7132.0
2025-06-02 00:00:00+00:00,INTC,sell,stop,7132.0,19.47,69.43001999999998,-12407.790020000002,675819.0768250002,675819.0768250002,0.0
2025-06-17 00:00:00+00:00,INTC,buy,signal,9452.0,20.64,97.54464,0.0,677233.8449736965,480632.2521850002,9452.0
2025-07-28 00:00:00+00:00,INTC,sell,stop,9452.0,20.81,98.34806,1508.4919399999826,677230.0241250002,677230.0241250002,0.0
