ts,symbol,side,reason,qty,price,commission,realized_pnl,equity_after,cash_after,pos_after
2018-03-15 00:00:00+00:00,SIRI,buy,signal,4177.0,54.54,227.81358,0.0,996494.4727987843,771958.6064200001,4177.0
2018-03-28 00:00:00+00:00,SIRI,sell,stop,4177.0,52.22,218.12294,-9908.76294,989863.4234800001,989863.4234800001,0.0
2018-04-05 00:00:00+00:00,SIRI,buy,signal,11224.0,53.11,596.10664,0.0,988025.6549894141,393160.6768400001,11224.0
2018-06-27 00:00:00+00:00,SIRI,sell,stop,11224.0,57.94,650.3185599999999,53561.601439999984,1042828.91828,1042828.91828,0.0
2018-06-29 00:00:00+00:00,SIRI,buy,signal,11805.0,58.25,687.64125,0.0,1026883.8152914136,354500.02703,11805.0
2018-09-25 00:00:00+00:00,SIRI,sell,stop,11805.0,53.57,632.39385,-55879.793849999995,986261.48318,986261.48318,0.0
2018-12-04 00:00:00+00:00,SIRI,buy,signal,4768.0,53.3,254.1344,0.0,981048.4752692578,731872.94878,4768.0
2018-12-24 00:00:00+00:00,SIRI,sell,stop,4768.0,46.58,222.09344000000002,-32263.053439999996,953744.29534,953744.29534,0.0
2019-01-18 00:00:00+00:00,SIRI,buy,signal,3963.0,51.53,204.21339000000003,0.0,951748.7419721251,749326.6919499999,3963.0
2019-03-25 00:00:00+00:00,SIRI,sell,stop,3963.0,48.62,192.68106,-11725.011060000015,941815.0708899999,941815.0708899999,0.0
2019-04-15 00:00:00+00:00,SIRI,buy,signal,4737.0,51.63,244.57131,0.0,937045.1249971752,696999.1895799999,4737.0
2019-04-25 00:00:00+00:00,SIRI,sell,stop,4737.0,48.79,231.11823,-13684.198230000016,927886.3013499998,927886.3013499998,0.0
2019-04-29 00:00:00+00:00,SIRI,buy,signal,14624.0,49.35,721.6944000000001,0.0,931690.4020183592,205470.2069499998,14624.0
2019-05-14 00:00:00+00:00,SIRI,sell,stop,14624.0,47.37,692.73888,-29648.25888000006,897516.3480699998,897516.3480699998,0.0
2019-07-01 00:00:00+00:00,SIRI,buy,signal,6049.0,47.75,288.83975,0.0,901202.3564683457,608387.7583199998,6049.0
2019-12-04 00:00:00+00:00,SIRI,sell,stop,6049.0,57.84,349.87416,60684.53584000002,957912.0441599998,957912.0441599998,0.0
2019-12-05 00:00:00+00:00,SIRI,buy,signal,13241.0,58.67,776.84947,0.0,953331.4842839635,180285.72468999983,13241.0
2020-02-26 00:00:00+00:00,SIRI,sell,stop,13241.0,59.65,789.82565,12186.354350000052,969321.5490399998,969321.5490399998,0.0
2020-05-05 00:00:00+00:00,SIRI,buy,signal,2125.0,49.39,104.95375,0.0,968258.6968067235,864262.8452899999,2125.0
2020-06-29 00:00:00+00:00,SIRI,sell,stop,2125.0,47.58,101.1075,-3947.357500000005,965269.2377899998,965269.2377899998,0.0
2020-06-30 00:00:00+00:00,SIRI,buy,signal,12550.0,48.65,610.5575,0.0,983644.557594077,354101.1802899998,12550.0
2020-07-15 00:00:00+00:00,SIRI,sell,stop,12550.0,49.2,617.46,6285.040000000054,970943.7202899999,970943.7202899999,0.0
2020-07-24 00:00:00+00:00,SIRI,buy,signal,5979.0,50.44,301.58076,0.0,971028.6141491404,669061.3795299998,5979.0
2020-09-04 00:00:00+00:00,SIRI,sell,stop,5979.0,49.65,296.85735,-5020.267350000037,965621.8721799997,965621.8721799997,0.0
2020-10-14 00:00:00+00:00,SIRI,buy,signal,2398.0,50.47,121.02706,0.0,964413.2663516891,844473.7851199997,2398.0
2020-12-22 00:00:00+00:00,SIRI,sell,stop,2398.0,53.9,129.2522,8095.8877999999995,973596.7329199996,973596.7329199996,0.0
2020-12-28 00:00:00+00:00,SIRI,buy,signal,16198.0,54.12,876.63576,0.0,979250.9614046896,96084.33715999965,16198.0
2021-01-05 00:00:00+00:00,SIRI,sell,stop,16198.0,52.52,850.7189600000002,-26767.518959999907,945952.5781999998,945952.5781999998,0.0
2021-01-07 00:00:00+00:00,SIRI,buy,signal,5508.0,55.84,307.56672000000003,0.0,941702.5471867868,638078.2914799997,5508.0
2021-01-11 00:00:00+00:00,SIRI,sell,stop,5508.0,50.89,280.30212,-27544.902120000017,918100.1093599997,918100.1093599997,0.0
2021-02-08 00:00:00+00:00,SIRI,buy,signal,5940.0,52.75,313.335,0.0,913528.7743294821,604451.7743599997,5940.0
2021-02-24 00:00:00+00:00,SIRI,sell,stop,5940.0,50.85,302.049,-11588.048999999992,906198.7253599997,906198.7253599997,0.0
2021-03-18 00:00:00+00:00,SIRI,buy,signal,3972.0,53.48,212.42256,0.0,902119.8799612545,693563.7427999997,3972.0
2021-04-29 00:00:00+00:00,SIRI,sell,stop,3972.0,51.71,205.39212,-7235.832119999985,898750.4706799997,898750.4706799997,0.0
2021-04-30 00:00:00+00:00,SIRI,buy,signal,12283.0,52.19,641.0497700000001,0.0,901997.9773832357,257059.65090999962,12283.0
2021-05-12 00:00:00+00:00,SIRI,sell,stop,12283.0,50.2,616.6066,-25059.776600000023,873049.6443099995,873049.6443099995,0.0
2021-06-04 00:00:00+00:00,SIRI,buy,signal,3211.0,55.17,177.15087,0.0,874992.6534959993,695721.6234399995,3211.0
2021-07-27 00:00:00+00:00,SIRI,sell,stop,3211.0,57.53,184.72883000000002,7393.231169999998,880265.7246099996,880265.7246099996,0.0
2021-07-28 00:00:00+00:00,SIRI,buy,signal,4744.0,57.33,271.97352,0.0,873288.4875597261,608020.2310899996,4744.0
2021-08-10 00:00:00+00:00,SIRI,sell,stop,4744.0,54.12,256.74528,-15484.985280000037,864508.7658099995,864508.7658099995,0.0
2021-11-04 00:00:00+00:00,SIRI,buy,signal,3569.0,56.27,200.82763,0.0,861405.9353543769,663480.3081799995,3569.0
2021-12-02 00:00:00+00:00,SIRI,sell,stop,3569.0,52.39,186.97991000000002,-14034.699910000008,850273.2382699995,850273.2382699995,0.0
2021-12-15 00:00:00+00:00,SIRI,buy,signal,6756.0,54.62,369.01272,0.0,854971.8110919917,480891.50554999954,6756.0
2022-01-05 00:00:00+00:00,SIRI,sell,stop,6756.0,53.52,361.58112,-7793.181119999961,842111.0444299995,842111.0444299995,0.0
2022-02-04 00:00:00+00:00,SIRI,buy,signal,2587.0,57.22,148.02813999999998,0.0,846158.0324255587,693934.8762899996,2587.0
2022-04-26 00:00:00+00:00,SIRI,sell,stop,2587.0,55.46,143.47502,-4696.595019999976,837266.4212699996,837266.4212699996,0.0
2022-06-07 00:00:00+00:00,SIRI,buy,signal,5770.0,57.16,329.81319999999994,0.0,836268.9314846115,507123.40806999966,5770.0
2022-06-14 00:00:00+00:00,SIRI,sell,stop,5770.0,54.12,312.27239999999995,-17853.072399999957,819083.5356699997,819083.5356699997,0.0
2022-07-07 00:00:00+00:00,SIRI,buy,signal,3612.0,56.17,202.88604,0.0,820728.2270921578,615994.6096299996,3612.0
2022-08-23 00:00:00+00:00,SIRI,sell,stop,3612.0,56.75,204.981,1889.9789999999937,820770.6286299996,820770.6286299996,0.0
2022-10-25 00:00:00+00:00,SIRI,buy,signal,3469.0,56.81,197.07389,0.0,821720.5854972933,623499.6647399996,3469.0
2022-12-07 00:00:00+00:00,SIRI,sell,stop,3469.0,55.78,193.50082,-3766.570820000004,816806.9839199996,816806.9839199996,0.0
2023-06-14 00:00:00+00:00,SIRI,buy,signal,4654.0,35.4,164.7516,0.0,813957.362330986,651890.6323199996,4654.0
2023-08-16 00:00:00+00:00,SIRI,sell,stop,4654.0,43.61,202.96094,38006.37906000001,854648.6113799997,854648.6113799997,0.0
2023-10-12 00:00:00+00:00,SIRI,buy,signal,1658.0,42.82,70.99556,0.0,854227.9252123947,783582.0558199997,1658.0
2023-10-30 00:00:00+00:00,SIRI,sell,stop,1658.0,38.6,63.9988,-7060.758799999999,847516.8570199996,847516.8570199996,0.0
2023-11-01 00:00:00+00:00,SIRI,buy,signal,10740.0,40.03,429.92220000000003,0.0,865813.3791528854,417164.73481999966,10740.0
2023-12-05 00:00:00+00:00,SIRI,sell,stop,10740.0,42.26,453.87239999999997,23496.327599999968,870583.2624199996,870583.2624199996,0.0
2023-12-06 00:00:00+00:00,SIRI,buy,signal,18654.0,42.68,796.15272,0.0,855412.0701962154,73634.38969999959,18654.0
2024-01-17 00:00:00+00:00,SIRI,sell,stop,18654.0,47.58,887.55732,90517.04267999997,960304.1523799995,960304.1523799995,0.0
2024-01-18 00:00:00+00:00,SIRI,buy,signal,10829.0,48.56,525.85624,0.0,975695.8801870882,433922.05613999953,10829.0
2024-01-31 00:00:00+00:00,SIRI,sell,stop,10829.0,47.77,517.30133,-9072.211329999991,950706.0848099996,950706.0848099996,0.0
2024-02-02 00:00:00+00:00,SIRI,buy,signal,10721.0,47.81,512.57101,0.0,954979.993046368,437622.50379999954,10721.0
2024-02-06 00:00:00+00:00,SIRI,sell,stop,10721.0,48.33,518.14593,5056.774069999958,955250.2878699995,955250.2878699995,0.0
2024-07-05 00:00:00+00:00,SIRI,buy,signal,1868.0,33.25,62.111000000000004,0.0,958685.4464928022,893077.1768699995,1868.0
2024-08-05 00:00:00+00:00,SIRI,sell,stop,1868.0,27.25,50.903,-11258.903,943929.2738699995,943929.2738699995,0.0
2024-08-06 00:00:00+00:00,SIRI,buy,signal,13294.0,28.89,384.06366,0.0,947108.6740503315,559481.5502099994,13294.0
2024-09-06 00:00:00+00:00,SIRI,sell,stop,13294.0,27.58,366.64851999999996,-17781.788520000075,925763.4216899994,925763.4216899994,0.0
2024-10-28 00:00:00+00:00,SIRI,buy,signal,4594.0,25.41,116.73353999999999,0.0,927482.2528291071,808913.1481499994,4594.0
2024-11-19 00:00:00+00:00,SIRI,sell,stop,4594.0,24.12,110.80728,-6037.067279999996,919609.6208699994,919609.6208699994,0.0
