ts,symbol,side,reason,qty,price,commission,realized_pnl,equity_after,cash_after,pos_after
2018-03-15 00:00:00+00:00,ENPH,buy,signal,10638.0,4.28,22.76532,0.0,1001360.17305677,954446.59468,10638.0
2018-06-12 00:00:00+00:00,ENPH,sell,stop,10638.0,4.58,24.36102,3167.0389799999984,1003144.27366,1003144.27366,0.0
2018-06-14 00:00:00+00:00,ENPH,buy,signal,12860.0,6.02,38.7086,0.0,1008506.7657958551,925688.36506,12860.0
2018-07-26 00:00:00+00:00,ENPH,sell,stop,12860.0,6.34,40.7662,4074.4338000000034,1007179.9988599999,1007179.9988599999,0.0
2018-07-27 00:00:00+00:00,ENPH,buy,signal,55954.0,6.15,172.05855000000003,0.0,975673.7088479027,662890.8403099999,55954.0
2018-07-30 00:00:00+00:00,ENPH,sell,stop,55954.0,5.48,153.31396000000004,-37642.49395999999,969365.4463499999,969365.4463499999,0.0
2018-07-31 00:00:00+00:00,ENPH,buy,signal,44062.0,5.8,127.77980000000001,0.0,975846.9581458403,713678.0665499999,44062.0
2018-08-02 00:00:00+00:00,ENPH,sell,stop,44062.0,5.53,121.83143000000001,-12018.571429999982,957219.09512,957219.09512,0.0
2018-10-23 00:00:00+00:00,ENPH,buy,signal,37538.0,4.57,85.77433,0.0,954881.0493817664,785584.66079,37538.0
2018-10-25 00:00:00+00:00,ENPH,sell,stop,37538.0,4.31,80.89439,-9840.774390000024,947292.5464,947292.5464,0.0
2018-10-26 00:00:00+00:00,ENPH,buy,signal,111446.0,4.3,239.6089,0.0,934793.8838769912,467835.1375,111446.0
2018-10-29 00:00:00+00:00,ENPH,sell,stop,111446.0,4.33,241.28059,3102.099410000028,950155.03691,950155.03691,0.0
2018-11-07 00:00:00+00:00,ENPH,buy,signal,17434.0,4.93,42.97481,0.0,962490.1997723099,864162.4421,17434.0
2018-12-21 00:00:00+00:00,ENPH,sell,stop,17434.0,5.04,43.93368,1873.8063200000054,951985.86842,951985.86842,0.0
2018-12-24 00:00:00+00:00,ENPH,buy,signal,90665.0,4.65,210.79612500000005,0.0,950868.4101899164,530182.8222949998,90665.0
2019-09-05 00:00:00+00:00,ENPH,sell,stop,90665.0,28.59,1296.0561750000002,2169224.0438249996,3120999.11612,3120999.11612,0.0
