ts,symbol,side,reason,qty,price,commission,realized_pnl,equity_after,cash_after,pos_after
2018-03-15 00:00:00+00:00,SIRI,buy,signal,4177.0,54.54,113.90679,0.0,996608.3795887842,772072.51321,4177.0
2018-03-28 00:00:00+00:00,SIRI,sell,stop,4177.0,52.22,109.06147,-9799.701470000002,990086.39174,990086.39174,0.0
2018-04-05 00:00:00+00:00,SIRI,buy,signal,11226.0,53.11,298.10643,0.0,988546.2737368188,393575.42530999996,11226.0
2018-06-27 00:00:00+00:00,SIRI,sell,stop,11226.0,57.94,325.21722,53896.36277999998,1043684.6480899999,1043684.6480899999,0.0
2018-06-29 00:00:00+00:00,SIRI,buy,signal,11814.0,58.25,344.08275000000003,0.0,1028071.2912158545,355175.06534,11814.0
2018-09-25 00:00:00+00:00,SIRI,sell,stop,11814.0,53.57,316.43799,-55605.957989999995,987734.60735,987734.60735,0.0
2018-12-04 00:00:00+00:00,SIRI,buy,signal,4775.0,53.3,127.25375,0.0,982641.1634335265,733099.8535999999,4775.0
2018-12-24 00:00:00+00:00,SIRI,sell,stop,4775.0,46.58,111.20975,-32199.209749999998,955408.1438499999,955408.1438499999,0.0
2019-01-18 00:00:00+00:00,SIRI,buy,signal,3970.0,51.53,102.28705000000001,0.0,953511.3678534667,750731.7567999999,3970.0
2019-03-25 00:00:00+00:00,SIRI,sell,stop,3970.0,48.62,96.5107,-11649.210700000016,943656.6460999998,943656.6460999998,0.0
2019-04-15 00:00:00+00:00,SIRI,buy,signal,4746.0,51.63,122.51799000000001,0.0,939000.1556020651,698498.1481099997,4746.0
2019-04-25 00:00:00+00:00,SIRI,sell,stop,4746.0,48.79,115.77867,-13594.418670000015,929939.7094399997,929939.7094399997,0.0
2019-04-29 00:00:00+00:00,SIRI,buy,signal,14656.0,49.35,361.6368,0.0,934114.0505208591,206304.4726399997,14656.0
2019-05-14 00:00:00+00:00,SIRI,sell,stop,14656.0,47.37,347.12736,-29366.007360000058,900212.0652799996,900212.0652799996,0.0
2019-07-01 00:00:00+00:00,SIRI,buy,signal,6067.0,47.75,144.849625,0.0,904053.845465333,610367.9656549997,6067.0
2019-10-03 00:00:00+00:00,SIRI,sell,stop,6067.0,52.89,160.44181500000002,31023.938185000006,931091.1538399997,931091.1538399997,0.0
2019-10-04 00:00:00+00:00,SIRI,buy,signal,12179.0,53.97,328.65031500000003,0.0,933484.8415578366,273461.8735249997,12179.0
2019-12-04 00:00:00+00:00,SIRI,sell,stop,12179.0,57.84,352.21668,46780.51332000006,977543.0168449997,977543.0168449997,0.0
2019-12-05 00:00:00+00:00,SIRI,buy,signal,13513.0,58.67,396.403855,0.0,973264.662698404,184338.90298999962,13513.0
2020-02-26 00:00:00+00:00,SIRI,sell,stop,13513.0,59.65,403.025225,12839.714774999862,989986.3277649996,989986.3277649996,0.0
2020-05-05 00:00:00+00:00,SIRI,buy,signal,2170.0,49.39,53.588150000000006,0.0,988954.5479447725,882756.4396149996,2170.0
2020-06-29 00:00:00+00:00,SIRI,sell,stop,2170.0,47.58,51.6243,-3979.3243000000048,985953.4153149995,985953.4153149995,0.0
2020-06-30 00:00:00+00:00,SIRI,buy,signal,12819.0,48.65,311.822175,0.0,1005034.3698299105,361997.24313999957,12819.0
2020-07-15 00:00:00+00:00,SIRI,sell,stop,12819.0,49.2,315.34740000000005,6735.102600000055,992376.6957399996,992376.6957399996,0.0
2020-07-24 00:00:00+00:00,SIRI,buy,signal,6111.0,50.44,154.11942,0.0,992617.5832438278,683983.7363199997,6111.0
2020-09-04 00:00:00+00:00,SIRI,sell,stop,6111.0,49.65,151.70557499999998,-4979.395574999995,987243.1807449996,987243.1807449996,0.0
2020-10-14 00:00:00+00:00,SIRI,buy,signal,2452.0,50.47,61.87622,0.0,986069.2441789302,863428.8645249995,2452.0
2020-12-22 00:00:00+00:00,SIRI,sell,stop,2452.0,53.9,66.0814,8344.2786,995525.5831249995,995525.5831249995,0.0
2020-12-28 00:00:00+00:00,SIRI,buy,signal,16563.0,54.12,448.19478,0.0,1001755.4799563277,98687.82834499958,16563.0
2021-01-05 00:00:00+00:00,SIRI,sell,stop,16563.0,52.52,434.94438,-26935.744379999906,968141.6439649996,968141.6439649996,0.0
